Unnamed: 0,encoded_ip,count,time,flintType,encoded_value,requestCnt,encoded_fqdn,family_no
1035468,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,7a5bcb04788bd8ba98d4920bd544afa3.16,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
396119,698983623f3565676cff21527219505e.1,1,20200500000000.0,1,2986f8d7fe6887b53247eec573649379.1,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
154446,ea8fd3fba91b9c8dc632058860f53355.14,1,20200500000000.0,1,b444a633e57a48894959219c40d9e017.17,3,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
986672,698983623f3565676cff21527219505e.5,2,20200400000000.0,1,2986f8d7fe6887b53247eec573649379.23,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
329555,698983623f3565676cff21527219505e.1,1,20200500000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,4,aaa[aaaa][aaaaaaaa].com,0
861247,698983623f3565676cff21527219505e.5,3,20200400000000.0,1,0c4a3e4bb13d5a8d36cd481930be0285.53,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
610421,0a4bac9315565686caaafe8845915a64.3,1,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,77,[aaaa].[aaaa]aa.com,0
524935,698983623f3565676cff21527219505e.5,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa[aaaaa].net,0
879250,94953e259992d2243cc90be061891471.169,2,20200500000000.0,1,61f188291bda4c112610d177dc538231.74,1,aaa0.[aaaaaa][aaaaaa][aaaaaaa].com,0
833413,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,51bda38d02fa0ed7c007fe11d4d75eff.173,2,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
870672,698983623f3565676cff21527219505e.2,2,20200500000000.0,1,d9ea4cc9b942c504a133e94e963396a2.8,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
229435,698983623f3565676cff21527219505e.5,1,20200300000000.0,1,e05fe5264edf1831182cd4615c43e17e.20,3,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaa0a.a.aa-aaa[aaaa].org,0
332561,698983623f3565676cff21527219505e.5,5,20200400000000.0,1,5f9e23ebf07282b80a72ccedac14022f.101,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0.a.aa-aaa[aaaa].org,0
539378,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,3ef26b76c400c903e8721c7c385a5e89.229,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
286680,ea8fd3fba91b9c8dc632058860f53355.14,1,20200500000000.0,1,677fef41a430b598d8883d9674c36d4a.30,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
247784,698983623f3565676cff21527219505e.5,3,20200400000000.0,1,e13333fef90519f1c685687d37e1210e.234,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
1018372,ea8fd3fba91b9c8dc632058860f53355.13,2,20200500000000.0,1,cad5ef254250109902a5fdf93514f4ad.16,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
632488,0a4bac9315565686caaafe8845915a64.3,2,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,34,[aaaa].[aaaa]aa.com,0
643686,0a4bac9315565686caaafe8845915a64.3,5,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,25,[aaaa].[aaaa]aa.com,0
736688,698983623f3565676cff21527219505e.5,1,20200300000000.0,1,8bcdd1edab9ff2af03813bbc4927ff7c.221,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
229778,698983623f3565676cff21527219505e.1,2,20200300000000.0,1,7b06119e9e0adc268a6e83bc0a9d5e87.241,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaa0a.a.aa-aaa[aaaa].org,0
556149,698983623f3565676cff21527219505e.6,1,20200500000000.0,5,fqdn_6621,2,aaa.[aaaaaaaa]0[aaaa].pw,5
584176,94953e259992d2243cc90be061891471.169,2,20200400000000.0,1,0d1e25390c9d02079fc04c410453ce7f.157,1,[aaaaa].000aa.info,0
676420,698983623f3565676cff21527219505e.6,2,20200400000000.0,1,2bbc0b932cef06282a8811aed0b1d742.43,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
419233,698983623f3565676cff21527219505e.1,1,20200300000000.0,1,63023aec6c4be8d5b25a133b7e8c2609.102,3,[aaaaa]a[aaaaaa].net,2
192649,698983623f3565676cff21527219505e.5,2,20200400000000.0,1,16f73f3f4a3caef42e11f992136e1027.26,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
134335,ea8fd3fba91b9c8dc632058860f53355.14,1,20200500000000.0,1,b444a633e57a48894959219c40d9e017.17,4,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
165195,ea8fd3fba91b9c8dc632058860f53355.14,1,20200500000000.0,1,2986f8d7fe6887b53247eec573649379.17,2,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
394911,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,3b32b79e051ec957ae9f9db551596a54.172,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
726783,698983623f3565676cff21527219505e.6,1,20200500000000.0,1,35c99e04da2571dd908de710f7e0923f.29,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
626423,2e20b3dc1d650213f0b69e0961e5945f.234,1,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,335,[aaaa].[aaaa]aa.com,0
777004,698983623f3565676cff21527219505e.5,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa[aaaaa].net,0
1012339,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,31d524db540e9546e379b739ee9e591b.21,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
741378,698983623f3565676cff21527219505e.6,3,20200400000000.0,1,0c4a3e4bb13d5a8d36cd481930be0285.53,4,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
790490,698983623f3565676cff21527219505e.6,2,20200500000000.0,1,d77c7f22a03e76f18598b97a47831d9d.20,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
448009,26b440d76e67b20f1a246373b88eab45.93,1,20200400000000.0,1,376e6beac949a5bcde7d9f0311377f17.14,1,aaa0.aaaaaaa.com,0
323771,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,7,aaa[aaaa][aaaaaaaa].com,0
850177,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,3,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa[aaaaa].net,0
265607,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,2986f8d7fe6887b53247eec573649379.17,5,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
979007,698983623f3565676cff21527219505e.1,1,20200300000000.0,1,9febd3c674b00f807caa4021e4a8bd89.236,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
16322,8e417133bfd3a8caa8e41cd5cf17eb3e.204,5,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,90,aaa00a00.[aaaa]aaa.com,0
40517,0a4bac9315565686caaafe8845915a64.3,4,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,81,aaa00a00.[aaaa]aaa.com,0
687564,698983623f3565676cff21527219505e.6,2,20200300000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aa0.a.aa[aaaaa].net,0
883500,698983623f3565676cff21527219505e.6,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,3,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa[aaaaa].net,0
359746,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,4,aaa00aaa[aaaaaa]aa[aaaaaa][aaaaaa]aaaa.a.aaa[aaaaaaa].com,0
38797,0a4bac9315565686caaafe8845915a64.3,1,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,2,aaa00a00.[aaaa]aaa.com,0
975838,698983623f3565676cff21527219505e.2,2,20200500000000.0,1,63023aec6c4be8d5b25a133b7e8c2609.102,3,[aaaa].[aaaa][aaaaaa].net,0
748536,698983623f3565676cff21527219505e.5,2,20200500000000.0,1,365b91f03fd9b91ea8d1613b1372da9e.74,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
8277,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,2,000aaaa0000000a0a000.aa[aaaa][aaaaa].com,0
921557,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,8332328c02043e841d1fc7ff149afa39.198,4,[aaaa]aa[aaaa].net,3
651720,58bdf5e331c99d4f384cbb59f98b1f5a.101,4,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,1,[aaaa].[aaaa]aa.com,0
183281,38e0e231b54f7cfa4ebaa1ed82968bd8.141,3,20200400000000.0,1,d80c9a40d546923bee73abcc7b2534fe.180,1,[aaaa]aaa[aaaa]aaa.xyz,0
256336,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,083ca96b832a7bf643e25403acd0ccba.178,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
359184,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaa00aaa[aaaaaa]aa[aaaaaa][aaaaaa]aaaa.a.aaa[aaaaaaa].com,0
660466,e32962c501f0c2ed65ab00cdfeb30dbb.181,9,20200500000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,35,[aaaa].[aaaa]aa.com,0
307118,698983623f3565676cff21527219505e.5,2,20200400000000.0,1,26f232fde6ccbe186f134bf67e689daf.17,4,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
752121,698983623f3565676cff21527219505e.6,2,20200500000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,2,aaaa000a000000000a000.aa[aaaa][aaaaa].com,0
224119,698983623f3565676cff21527219505e.6,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa0.a.aa[aaaaa].net,0
267264,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,142ac13f4baa5b61c4f131f497a68e46.17,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
801176,698983623f3565676cff21527219505e.5,2,20200400000000.0,1,f9c0e7f4bad2e0aa749e3205a1d1725a.7,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
337272,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,26f232fde6ccbe186f134bf67e689daf.17,4,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0.a.aa-aaa[aaaa].org,0
29369,0a4bac9315565686caaafe8845915a64.3,2,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,63,aaa00a00.[aaaa]aaa.com,0
1042097,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,ff355c163c883d3a3e84101a6b7c8569.34,4,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
31785,0a4bac9315565686caaafe8845915a64.3,1,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,113,aaa00a00.[aaaa]aaa.com,0
718430,698983623f3565676cff21527219505e.1,2,20200400000000.0,1,2bbc0b932cef06282a8811aed0b1d742.43,2,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
917885,698983623f3565676cff21527219505e.5,1,20200400000000.0,1,8332328c02043e841d1fc7ff149afa39.197,7,[aaaa]aa[aaaa].net,3
385654,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,f9c0e7f4bad2e0aa749e3205a1d1725a.40,2,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
311574,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,735180e28b38e0267205480d25f09f6d.11,3,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
450629,55240f5cb01dd24893b693404153cf89.147,3,20200500000000.0,1,443c47999064fda692ff93e6a6ca1f7b.42,2,aaa0.aaaaaaa.com,0
678779,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,6be454a2920235853c46297db89c1adb.32,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
603741,0a4bac9315565686caaafe8845915a64.3,1,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,1,[aaaa].[aaaa]aa.com,0
319708,ea8fd3fba91b9c8dc632058860f53355.13,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa[aaaaa].net,0
126513,ea8fd3fba91b9c8dc632058860f53355.13,5,20200500000000.0,1,fde045550dfbf1043e4284c6b7f82703.68,4,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
491714,698983623f3565676cff21527219505e.6,3,20200400000000.0,1,77b486728cce8306da6a3ce75cfa2ffa.15,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
48777,0a4bac9315565686caaafe8845915a64.3,1,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,113,aaa00a00.[aaaa]aaa.com,0
975734,698983623f3565676cff21527219505e.6,2,20200500000000.0,1,63023aec6c4be8d5b25a133b7e8c2609.102,5,[aaaa].[aaaa][aaaaaa].net,0
991000,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,1bc59bdbbf5f8d58a732fecc39e008f3.59,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
1030760,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,9b36515c664b111b8dd4cedb7c88cec6.1,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa-aaa[aaaa].org,0
735550,698983623f3565676cff21527219505e.1,2,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,4,[aaaaaa][aaaaaa][aaaaaa][aaaaaa][aaaa]aaa0.a.aaa[aaaaaaa].com,0
846250,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa[aaaaa].net,0
164839,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,26f232fde6ccbe186f134bf67e689daf.18,2,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
751976,698983623f3565676cff21527219505e.6,1,20200500000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,1,aaaa000a000000000a000.aa[aaaa][aaaaa].com,0
240943,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,babb9f553782f705cc33e6624aa08217.15,2,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaa0a.a.aa-aaa[aaaa].org,0
635999,0a4bac9315565686caaafe8845915a64.3,1,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,1,[aaaa].[aaaa]aa.com,0
82641,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,a97b7c6693bf240c1e7e52437ef83a26.3,1,000[aaaa][aaaaaaa].com,0
639473,1d621688fe3ea77f966912b5c9400932.54,15,20200400000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,50,[aaaa].[aaaa]aa.com,0
441108,3af15506e73ef1774c5baf098dcf8944.87,1,20200400000000.0,1,f9c0e7f4bad2e0aa749e3205a1d1725a.7,1,aaa0.aaaaaaa.com,0
464577,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaa00aaa[aaaaaa]aa[aaaaaa][aaaaaa]aaaa.a.aaa[aaaaaaa].com,0
231706,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,9607ff5d6a3d371366dd564b2e070ea3.24,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaa0a.a.aa-aaa[aaaa].org,0
248345,698983623f3565676cff21527219505e.5,1,20200400000000.0,1,2dd7c6d038ef062ccc357166e82063cf.32,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
849245,698983623f3565676cff21527219505e.1,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaa00a[aaaaaa][aaaaaa][aaaaaa][aaaaaa]0a.a.aaa[aaaaaaa].com,0
573202,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,f91f920a0023105575f86250d3c930a0.145,4,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaa.[aaaaa]aaa[aaaaaa].com,0
357196,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,6d6562f52cbd49089b935e4b3ca94b00.48,2,[aaaaaaa].[aaaaaa][aaaaa].com,0
686913,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,9a86f44a322ae379f94598fbd81895bf.8,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
346701,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,fd15832377bc11b1deb06b9af7074f32.45,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0.a.aa-aaa[aaaa].org,0
795847,698983623f3565676cff21527219505e.1,1,20200400000000.0,5,fqdn_11601,2,aaa.aaaa.site,6
72844,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,d5b8fc586b3bf2f9924ad7ea8c21425e.71,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
187918,5bd34f0929fdde8886bb1f67f62d692a.146,1,20200400000000.0,5,fqdn_11601,1,aaa.aaaa.club,6
761276,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,51bda38d02fa0ed7c007fe11d4d75eff.173,2,aaa.aaa[aaaa]-[aaaaaaaa].net,2
603248,0a4bac9315565686caaafe8845915a64.3,1,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,78,[aaaa].[aaaa]aa.com,0
736931,698983623f3565676cff21527219505e.1,1,20200300000000.0,1,0d1e25390c9d02079fc04c410453ce7f.157,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
71399,698983623f3565676cff21527219505e.5,2,20200500000000.0,1,3ef26b76c400c903e8721c7c385a5e89.229,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaaa.a.aa-aaa[aaaa].org,0
424516,698983623f3565676cff21527219505e.2,1,20200500000000.0,1,63023aec6c4be8d5b25a133b7e8c2609.102,1,[aaaaa]a[aaaaaa].net,2
412901,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,376e6beac949a5bcde7d9f0311377f17.140,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
769666,698983623f3565676cff21527219505e.6,1,20200500000000.0,1,f9c0e7f4bad2e0aa749e3205a1d1725a.7,1,aaa.aaa[aaaa]-[aaaaaaaa].net,2
921104,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,8332328c02043e841d1fc7ff149afa39.200,4,[aaaa]aa[aaaa].net,3
613261,698983623f3565676cff21527219505e.2,1,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,10,[aaaa].[aaaa]aa.com,0
212138,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,b85ba107cd954ec10b40801d9a4a958f.112,2,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
974451,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,63023aec6c4be8d5b25a133b7e8c2609.102,2,[aaaa].[aaaa][aaaaaa].net,0
334148,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,babb2f0fe52afdaf3f70c91234e17fbd.24,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0.a.aa-aaa[aaaa].org,0
101312,698983623f3565676cff21527219505e.1,2,20200400000000.0,1,b85ba107cd954ec10b40801d9a4a958f.65,2,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
23138,0a4bac9315565686caaafe8845915a64.3,2,20200300000000.0,1,fb61fa95e5e3f2310bffa114e3319759.73,90,aaa00a00.[aaaa]aaa.com,0
373993,698983623f3565676cff21527219505e.1,1,20200500000000.0,1,677fef41a430b598d8883d9674c36d4a.30,1,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
141299,ea8fd3fba91b9c8dc632058860f53355.13,1,20200500000000.0,1,8461346253cf576b7f7de1d2db23ce20.23,1,aaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaaaa]aa.a.aa-aaa[aaaa].org,0
229180,698983623f3565676cff21527219505e.1,1,20200300000000.0,1,4b0a676c12f3d04dfcd3841fcb8e8985.49,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaa0a.a.aa-aaa[aaaa].org,0
877413,698983623f3565676cff21527219505e.5,1,20200500000000.0,1,a0b2a8631ffc70e2d75056e5fe587acc.17,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
464296,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,1,aaa00aaa[aaaaaa]aa[aaaaaa][aaaaaa]aaaa.a.aaa[aaaaaaa].com,0
219043,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa0.a.aa[aaaaa].net,0
782063,698983623f3565676cff21527219505e.2,1,20200400000000.0,1,9e54ad255b5abf8d937d0bbe923daac0.30,3,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
391120,698983623f3565676cff21527219505e.5,1,20200400000000.0,1,34627131364661a1129bfe7f890f8ddc.28,1,aaaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaaa.a.aa-aaa[aaaa].org,0
857134,698983623f3565676cff21527219505e.1,1,20200500000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa[aaaaa].net,0
677246,698983623f3565676cff21527219505e.6,1,20200400000000.0,1,e6527f8943484df4a3ec324b9318c75e.85,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa][aaaa]aaa.a.aa-aaa[aaaa].org,0
462761,ea8fd3fba91b9c8dc632058860f53355.14,2,20200500000000.0,1,b96ff9cb9e39dffab1adaf412f0ccb4d.67,9,[aaaaa]aaa[aaaaaa].com,0
811765,698983623f3565676cff21527219505e.1,1,20200400000000.0,1,bcb83b032de182b80ece5712c129f4d3.1,2,aaaaaaa[aaaaaa][aaaaaa][aaaaaa]aaaaa0a.a.aa[aaaaa].net,0
